#name,airport,city,country,description,type,latitude,longitude
Shangri-La Qingdao,TAO,Qingdao,CN,,Luxury hotel,36.0671,120.3826
Tashkent,TAS,,UZ,,Elite residential,,
Paragraph Freedom Square,TBS,,GE,Luxury Collection Hotels,Luxury hotel,,
Tsinandali Estate,TBS,tsinandali,GE,Radisson Collection Hotel,Luxury hotel,41.894146,45.5649
The Lost Stone Villas & Spa,TCZ,,CN,,Luxury hotel,,
Banyan Tree Tengchong,TCZ,Tengchong,CN,,Luxury hotel,,
Element 52,TEX,,US,Auberge Resorts,Luxury hotel,,
Madeline Hotel and Residences,TEX,,US,Auberge Resorts,Luxury hotel,,
Telluride,TEX,,US,,Ski Resort,,
Bahia del Duque,TFN,,ES,,Luxury hotel,,
The Ritz-Carlton Tenerife Abama,TFS,,ES,Ritz-Carlton,Luxury hotel,,
JW Marriott Hotel Chengdu,TFU,,CN,JW Marriott,Luxury hotel,,
The Ritz-Carlton Chengdu,TFU,,CN,Ritz-Carlton,Luxury hotel,,
Six Senses CHINA,TFU,,CN,Six Senses Resorts,Luxury hotel,,
The St. Regis Chengdu,TFU,,CN,St. Regis,Luxury hotel,,
Waldorf Astoria Chengdu,TFU,Chengdu,CN,,Luxury hotel,,
Rosewood Sveti Stefan,TGD,,ME,Rosewood Hotel,Luxury hotel,,
Morina Tirana,TIA,tirana,AL,Radisson Collection Hotel,Luxury hotel,41.3038979,19.81751
Aman Sveti Stefan,TIV,,ME,Aman resorts,Luxury hotel,,
Tivat,TIV,,ME,One&Only,Luxury hotel,,
Regent Porto Montenegro,TIV,,ME,,Luxury hotel,,
The Chedi Luštica Bay,TIV,,ME,,Luxury hotel,,
Regent Porto Montenegro,TIV,,AB,,Luxury hotel,,
Tallinn Radisson,TLL,Tallinn,EE,Radisson Collection Hotel,Luxury hotel,59.4337959,24.7576847
Toulon,TLN,,FR,,Elite residential,,
La Reserve Ramatuelle,TLN,Saint-Tropez,FR,Three Michelin keys,Luxury hotel,,
Airelles Saint-Tropez Château de la Messardière,TLN,Saint-Tropez,FR,Two Michelin keys,Luxury hotel,,
The Jaffa,TLV,,IL,Luxury Collection Hotels,Luxury hotel,,
The Ritz-Carlton Herzliya,TLV,,IL,Ritz-Carlton,Luxury hotel,,
Six Senses ISRAEL,TLV,,IL,Six Senses Resorts,Luxury hotel,,
Waldorf Astoria Jerusalem,TLV,Tel Aviv,IL,,Luxury hotel,,
King David Hotel,TLV,,IL,,Luxury hotel,,
Shangri-La Jinan,TNA,Jinan,CN,,Luxury hotel,36.6667,117
The St. Regis La Bahia Blanca Resort,TNG,,MA,St. Regis,Luxury hotel,,
Waldorf Astoria Tanger,TNG,Tangier,MA,,Luxury hotel,,
Banyan Tree Tamouda Bay,TNG,Tangier,MA,,Luxury hotel,,
Banyan Tree Bintan,TNJ,Tanjung Pinang,ID,,Luxury hotel,,
Antarctica,TNM,,AQ,,Adventure Tourism,,
Antarctica helicopter tour,TNM,,AQ,,Adventure Tourism,,
The Tampa EDITION,TPA,,US,EDITION,Luxury hotel,,
JW Marriott Tampa Water Street,TPA,,US,JW Marriott,Luxury hotel,,
Grand Hyatt,TPA,,US,,Luxury hotel,,
Palihouse Hyde Park Village,TPA,,US,,Luxury hotel,,
Xinyi,TPE,,TW,,Elite residential,,
HOSHINOYA Guguan,TPE,,TW,HOSHINOYA,Luxury hotel,,
Mandarin Oriental Taipei,TPE,,TW,Mandarin Oriental,Luxury hotel,,
Conrad Tulum Riviera Maya,TQO,Cancún,MX,,Luxury hotel,,
Andaz Mayakoba Resort Riviera Maya,TQO,,MX,,Luxury hotel,,
Banyan Tree Mayakoba,TQO,Cancun,MX,,Luxury hotel,,
Fairmont Mayakoba,TQO,Cancún,MX,,Luxury hotel,20.6607,-87.0944
Be Tulum,TQO,,MX,,Luxury hotel,,
Casa Malaca,TQO,,MX,,Luxury hotel,,
Casa Chablé ,TQO,,MX,,Luxury hotel,,
Cosme,TRC,,MX,Luxury Collection Hotels,Luxury hotel,,
Britannia Hotel,TRD,,NO,,Luxury hotel,,
Courmeyer,TRN,,IT,Exclusive ski resort town in the Italian Alps offering high-end chalets,Elite residential,,
Savoia Hotel,TRS,,IT,Star Hotels,Luxury hotel,,
Castello di Spessa,TRS,,IT,,Luxury hotel,,
Laqua Vineyard — Hotel & Spa,TSF,Venice,IT,,Luxury hotel,,
Four Seasons TIANJIN,TSN,,CN,Four Seasons,Luxury hotel,,
The Ritz-Carlton Tianjin,TSN,,CN,Ritz-Carlton,Luxury hotel,,
The St. Regis Tianjin,TSN,,CN,St. Regis,Luxury hotel,,
Shangri-La Tianjin,TSN,Tianjin,CN,,Luxury hotel,39.1467,117.2008
Conrad Tianjin,TSN,Tianjin,CN,,Luxury hotel,,
United Nations,TSS,,US,,Elite residential,,
5th Ave,TSS,,US,,Elite residential,,
Four Seasons TUNIS,TUN,,TN,Four Seasons,Luxury hotel,,
JW Marriott Tucson Starr Pass Resort & Spa,TUS,,US,JW Marriott,Luxury hotel,,
The Ritz-Carlton Dove Mountain,TUS,,US,Ritz-Carlton,Luxury hotel,,
Miraval Arizona Resort and Spa,TUS,,US,,Luxury hotel,,
Canyon Ranch Tuscon,TUS,,US,,Luxury hotel,,
Shangri-La Tangshan,TVS,Tangshan,CN,,Luxury hotel,39.6333,118.1833
JW Marriott Hotel Taiyuan,TYN,,CN,JW Marriott,Luxury hotel,,
Blackberry Farm Tennessee,TYS,,US,,Luxury hotel,,
The Oberoi Udaivilas,UDR,,IN,The Oberoi,Luxury hotel,,
Raffles Udaipur,UDR,Udaipur,IN,,Luxury hotel,,
Taj Lake Palace,UDR,Udaipur,IN,,Luxury hotel,24.5718,73.6815
JW Marriott Quito,UIO,,EC,JW Marriott,Luxury hotel,,
Banyan Tree Al Ula,ULH,Al Ula,SA,,Luxury hotel,,
Moken Islands,UNN,,TH,Experience pristine beaches and encounters with the indigenous Moken people on exclusive yacht charters or private island stays.,Adventure Tourism,,
Conrad Urumqi,URC,Urumqi,CN,,Luxury hotel,,
Ushuaia,USH,,AR,The southernmost city in the world attracting affluent travelers with its luxury wilderness lodges,Adventure Tourism,,
Ushuaia,USH,,AR,,Elite residential,,
Arakur Ushuaia Resort & Spa,USH,,AR,,Luxury hotel,,
Four Seasons KOH SAMUI,USM,,TH,Four Seasons,Luxury hotel,,
Vana Belle,USM,,TH,Luxury Collection Hotels,Luxury hotel,,
The Ritz-Carlton Koh Samui,USM,,TH,Ritz-Carlton,Luxury hotel,,
Six Senses THAILAND,USM,,TH,Six Senses Resorts,Luxury hotel,,
Napasai,USM,,TH,,Luxury hotel,,
Conrad Koh Samui,USM,Ko Samui,TH,,Luxury hotel,,
Belmond Napasai,USM,Ko Samui,TH,,Luxury hotel,,
Andaz Pattaya Jomtien Beach,UTP,Pattaya,TH,,Luxury hotel,,
Vieux Fort,UVF,,LC,,Elite residential,,
Secrets Sunny Beach Resort & Spa,VAR,,BG,,Luxury hotel,,
Aman Venice,VCE,,IT,Aman resorts,Luxury hotel,,
Hotel Cipriani,VCE,Venice,IT,Belmond,Luxury hotel,,
Nolinski Venezia,VCE,,IT,Evok Collection,Luxury hotel,,
JW Marriott Venice Resort & Spa,VCE,,IT,JW Marriott,Luxury hotel,,
The Gritti Palace,VCE,,IT,Luxury Collection Hotels,Luxury hotel,,
Palazzo Nani Venice,VCE,Venice,IT,Radisson Collection Hotel,Luxury hotel,45.444397,12.324501
Rosewood Venice,VCE,,IT,Rosewood Hotel,Luxury hotel,,
The St. Regis Venice,VCE,,IT,St. Regis,Luxury hotel,,
Corte di Gabriela,VCE,,IT,,Luxury hotel,,
Hotel Londra Palace,VCE,,IT,,Luxury hotel,,
Il Palazzo Experimental,VCE,,IT,,Luxury hotel,,
Nolinski Venezia,VCE,,IT,,Luxury hotel,,
Fasano Boa Vista,VCP,,BR,,Luxury hotel,,
Victoria Falls & Okavango Delta,VFA,,ZW,,Adventure Tourism,,
The Victoria Falls Hotel,VFA,,ZW,,Luxury hotel,,
Hotel Bristol,VIE,,AT,Luxury Collection Hotels,Luxury hotel,,
Hotel Imperial,VIE,,AT,Luxury Collection Hotels,Luxury hotel,,
The Ritz-Carlton Vienna,VIE,,AT,Ritz-Carlton,Luxury hotel,,
Rosewood Vienna,VIE,,AT,Rosewood Hotel,Luxury hotel,,
Andaz Vienna Am Belvedere,VIE,Vienna,AT,,Luxury hotel,,
Park Hyatt Vienna,VIE,Vienna,AT,,Luxury hotel,,
Virgin Gorda,VIJ,,VG,,Luxury hotel,,
Hotel Marqués de Riscal,VIT,,AR,Luxury Collection Hotels,Luxury hotel,,
Carlton Moscow,VKO,,RU,,Luxury hotel,,
Las Arenas,VLC,,ES,,Luxury hotel,,
Abadia Retuerta LeDomaine,VLL,,ES,,Luxury hotel,,
Astorija Vilnius Hotel,VNO,Vilnius,lt,Radisson Collection,Luxury hotel,54.67729,25.28736
Mahua Kothi A Taj Safari,VNS,Varanasi,IN,,Luxury hotel,24.3333,83
Kisawa Sanctuary,VNX,,MZ,,Luxury hotel,,
Grand Hotel Savoia Cortina d’Ampezzo,VRN,Cortina d'Ampezzo,IT,Radisson Collection Hotel,Luxury hotel,46.5352936,12.1407871
Grand Hotel a Villa Feltrinelli,VRN,Verona,IT,,Luxury hotel,,
Lefay Resort & SPA Lago di Garda,VRN,Verona,IT,,Luxury hotel,,
Hotel Bristol,WAW,,PL,Luxury Collection Hotels,Luxury hotel,,
Warsaw,WAW,Warsaw,PL,Radisson Collection Hotel,Luxury hotel,52.2367134,20.9987087
Raffles Europejski Warsaw,WAW,Warsaw,PL,,Luxury hotel,,
Namib Desert,WDH,,NA,,Adventure Tourism,,
South Island,WKA,,NZ,Hike majestic mountains and cruise through stunning fjords with exclusive lodges offering personalized service and breathtaking scenery.,Adventure Tourism,,
Shangri-La Wenzhou,WNZ,Wenzhou,CN,,Luxury hotel,28.0167,120.65
Shangri-La Wuhan,WUH,Wuhan,CN,,Luxury hotel,30.597222,114.303333
Four Seasons SUZHOU,WUX,,CN,Four Seasons,Luxury hotel,,
Wuxi,WUX,Wuxi,CN,Radisson Collection Hotel,Luxury hotel,31.59677,120.367249
Shangri-La Yuanqu,WUX,Suzhou,CN,,Luxury hotel,31.3269,120.6511
Park Hyatt Suzhou,WUX,Shanghai,CN,,Luxury hotel,,
Alila Taihu Suzhou,WUX,,CN,,Luxury hotel,,
Namib Desert,WVB,,NA,Witness iconic sand dunes and unique desert landscapes with luxury lodges offering private stargazing and wildlife viewing.,Adventure Tourism,,
JW Marriott Hotel Xi'an,XIY,,CN,JW Marriott,Luxury hotel,,
JW Marriott Hotel Xi'an Southwest,XIY,,CN,JW Marriott,Luxury hotel,,
The Ritz-Carlton Xi'an,XIY,,CN,Ritz-Carlton,Luxury hotel,,
Shangri-La Xi'an,XIY,Xi'an,CN,,Luxury hotel,34.266667,108.95
Sofitel Legend Peoples Grand Hotel Xian,XIY,Xi'an,CN,,Luxury hotel,34.2633,108.9481
Shangri-La Xiamen,XMN,Xiamen,CN,,Luxury hotel,24.442222,118.080556
Waldorf Astoria Xiamen,XMN,Xiamen,CN,,Luxury hotel,,
Conrad Xiamen,XMN,Xiamen,CN,,Luxury hotel,,
Andaz Xiamen,XMN,Xiamen,CN,,Luxury hotel,,
Noosa Heads,XSC,Sunshine Coast,AU,,Elite residential,,
JW Marriott Edmonton ICE District,YEG,,CA,JW Marriott,Luxury hotel,,
Fairmont Jasper Park Lodge,YEG,Edmonton,CA,,Luxury hotel,52.876,-118.081
Westdale,YHM,,CA,Affluent community with stately homes,Elite residential,,
Muir,YHZ,,CA,Autograph Collection,Luxury hotel,,
Amanjiwo,YIA,,ID,Aman resorts,Luxury hotel,,
Rosewood Magelang,YIA,,ID,Rosewood Hotel,Luxury hotel,,
Shangri-La Yinchuan,YIH,Yinchuan,CN,,Luxury hotel,38.483333,106.283333
Shangri-La Yiwu,YIW,Yiwu,CN,,Luxury hotel,29.3086,120.0764
The Josie,YLW,,CA,Autograph Collection,Luxury hotel,,
Andaz Ottawa ByWard Market,YOW,Ottawa,CA,,Luxury hotel,,
Fairmont Le Château Montebello,YOW,Ottawa,CA,,Luxury hotel,45.6311,-75.6359
JW Marriott The Rosseau Muskoka Resort & Spa,YQA,,CA,JW Marriott,Luxury hotel,,
Fairmont Le Manoir Richelieu,YQB,Quebec City,CA,,Luxury hotel,47.6188,-70.1859
Shangri-La Yangzhou,YTY,Yangzhou,CN,,Luxury hotel,32.3911,119.4153
Canadian GP,YUL,,CA,Formula One race held at the Circuit Gilles Villeneuve,Elite Destination,45.50056,-73.5225
Westmount,YUL,,CA,,Elite residential,,
Four Seasons MONTREAL,YUL,,CA,Four Seasons,Luxury hotel,,
The Ritz-Carlton Montreal,YUL,,CA,Ritz-Carlton,Luxury hotel,,
Fairmont Tremblant,YUL,Montreal,CA,,Luxury hotel,46.1978,-74.586
Fairmont The Queen Elizabeth,YUL,Montreal,CA,,Luxury hotel,45.5031,-73.5697
The TED Conference,YVR,,CA,Annual gathering of innovators,Elite Destination,,
Shaughnessy,YVR,Vancouver,CA,Historic neighborhood known for its grand mansions,Elite residential,,
West Vancouver,YVR,Vancouver,CA,,Elite residential,,
JW Marriott Parq Vancouver,YVR,,CA,JW Marriott,Luxury hotel,,
Rosewood Vancouver,YVR,,CA,Rosewood Hotel,Luxury hotel,,
Fairmont Pacific Rim,YVR,Vancouver,CA,,Luxury hotel,49.2827,-123.1193
Fairmont Hotel Vancouver,YVR,Vancouver,CA,,Luxury hotel,49.2871,-123.1161
University of British Columbia,YVR,,CA,,University,,
Fairmont Winnipeg,YWG,Winnipeg,CA,,Luxury hotel,49.8951,-97.2451
Four Seasons WHISTLER,YWS,,CA,Four Seasons,Luxury hotel,,
Whistler Ski Resort,YWS,,CA,,Ski Resort,,
Banff National Park,YYC,,CA,,Adventure Tourism,,
Fairmont Banff Springs,YYC,Calgary,CA,,Luxury hotel,51.1681,-115.5709
Fairmont Chateau Lake Louise,YYC,Calgary,CA,,Luxury hotel,51.4227,-116.2288
Fairmont Palliser,YYC,Calgary,CA,,Luxury hotel,51.0451,-114.0717
Fairmont Empress,YYJ,Victoria,CA,,Luxury hotel,48.4273,-123.3656
Rosedale,YYZ,Toronto,CA,,Elite residential,,
Four Seasons TORONTO,YYZ,Toronto,CA,Four Seasons,Luxury hotel,,
The Ritz-Carlton Toronto,YYZ,Toronto,CA,Ritz-Carlton,Luxury hotel,,
The St. Regis Toronto,YYZ,Toronto,CA,St. Regis,Luxury hotel,,
Bisha Hotel Toronto,YYZ,Toronto,CA,,Luxury hotel,,
University of Toronto,YYZ,Toronto,CA,,University,,
Torre del Marques Hotel Spa & Winery,ZAZ,Zaragoza,ES,,Luxury hotel,,
THOMPSON ZIHUATANEJO,ZIH,,MX,,Luxury hotel,,
Park Hyatt Zanzibar,ZNZ,Zanzibar,TZ,,Luxury hotel,,
Fiordland National Park,ZQN,,NZ,,Adventure Tourism,,
Rosewood Closeburn,ZQN,,NZ,Rosewood Hotel,Luxury hotel,,
Blanket Bay,ZQN,Otago,NZ,,Luxury hotel,,
The Davos Forum,ZRH,Zurich,CH,Elite gathering of global leaders,Elite Destination,,
World Economic Forum,ZRH,,CH,,Elite Destination,,
Gstaad,ZRH,Zurich,CH,,Elite residential,,
Mandarin Oriental Luzern,ZRH,Zurich,CH,Mandarin Oriental,Luxury hotel,,
Alex Lake Zurich,ZRH,,CH,,Luxury hotel,,
Baur au Lac,ZRH,,CH,,Luxury hotel,,
The St. Regis Zhuhai,ZUH,,CN,St. Regis,Luxury hotel,,
Redang,RDN,,,,Adventure Tourism,,
Walton Foundation,XNA,,US,,Elite Destination,,
